simulation_id,mass1,mass2,spin1x,spin1y,spin1z,spin2x,spin2y,spin2z,distance,inclination,coa_phase,polarization,longitude,latitude,geocent_end_time,geocent_end_time_ns
sim_inspiral:simulation_id:4044,6.622729,1.33068,-0.2828031,-0.2191827,0.2182225,0.005910736,-0.002314023,0.0005225285,349.24,2.838216,6.258438,1.485463,1.907344,0.4788422,1383058073,369234490
sim_inspiral:simulation_id:4049,6.930379,1.549093,0.1902907,-0.1040732,-0.004836118,-0.03211742,0.02583067,-0.00320091,443.3712,2.829378,3.016357,1.76455,5.768607,0.6854901,1383108306,355051735
sim_inspiral:simulation_id:412,8.450413,1.14342,-0.1320431,0.05506978,-0.001323583,-0.0006433332,-0.0001999049,0.00026345,406.1281,0.8184198,4.382911,3.877263,2.717887,0.5430371,1330845854,275889946
sim_inspiral:simulation_id:419,8.853391,1.476358,0.2561702,0.3974299,-0.1083228,-0.007875313,-0.01938477,0.003870811,345.1743,2.127704,5.71527,4.080242,4.101104,0.4052299,1330943664,494753363
sim_inspiral:simulation_id:425,7.880887,1.192258,0.3974012,0.1573825,0.1623345,0.02278173,0.02808608,0.03164778,412.5142,1.167343,0.6463113,4.194405,1.510075,0.2124152,1331000817,405239412
sim_inspiral:simulation_id:430,7.386866,1.367464,0.06995627,-0.1150889,-0.3999393,-0.009683129,0.002635344,-0.01067178,105.2307,2.991438,4.173905,4.031127,1.973334,-0.2061865,1331058793,91417830
sim_inspiral:simulation_id:445,8.496131,1.402565,0.05804294,-0.04762968,-0.1638293,-0.004639816,-0.03450254,-0.03291643,174.0583,2.310186,3.78023,3.564839,2.834842,1.424894,1331319562,226469792
sim_inspiral:simulation_id:4115,7.225009,1.222893,-0.01499381,-0.03683562,-0.09845439,-0.002555585,-0.0006978213,0.001261967,500.4532,2.790952,2.473256,5.468122,2.624394,0.4008109,1384093763,734646315
sim_inspiral:simulation_id:4134,8.448839,1.306214,-0.311434,0.05864795,0.1007751,0.001766245,-0.006158945,0.002424238,235.7697,2.682598,1.984352,5.999091,0.4509423,0.7125605,1384425588,769388747
sim_inspiral:simulation_id:4135,9.682278,1.664531,0.07662991,0.03571887,0.03393017,-0.004890616,-0.03617477,-0.009928675,356.7618,2.364665,0.09011213,5.405801,3.780839,-1.274475,1384456717,631121390
sim_inspiral:simulation_id:4160,9.495526,1.269818,-0.4173711,0.1927323,-0.03003929,0.01424278,-0.01483203,-0.0211905,400.2278,0.3080401,1.113655,0.107445,0.5660857,-0.6853182,1384878773,520236772
sim_inspiral:simulation_id:4175,7.405247,1.286662,0.3265055,-0.3050868,-0.1062889,0.03681276,0.005031555,0.02953736,366.6087,0.322185,1.456735,3.01456,0.6718422,-0.6529053,1385146460,191293214
sim_inspiral:simulation_id:4181,9.418949,1.309471,-0.07163744,0.02027115,-0.07416385,0.007385521,0.01511241,-0.0264008,291.4875,0.2827704,5.337028,5.678104,0.5970027,-0.8414252,1385227586,937305335
sim_inspiral:simulation_id:4192,8.23604,1.616999,-0.007857479,-0.1771503,0.06697322,0.0155737,0.01429431,0.01703821,317.0029,1.117585,4.486697,4.520177,3.858083,-0.6879368,1385346137,705192765
sim_inspiral:simulation_id:4199,7.913393,1.480509,-0.1301607,-0.3082892,0.07672628,0.01098674,0.004063818,0.01982729,329.2321,2.313788,2.229869,2.792185,5.793428,1.075745,1385418680,355608085
sim_inspiral:simulation_id:4209,8.597355,1.185938,0.2475028,0.0703244,0.1409164,-0.009978621,0.01083414,0.03335777,239.8888,2.503197,3.099606,1.184564,1.769015,-0.575629,1385494577,581984677
sim_inspiral:simulation_id:4218,7.154126,1.222392,0.01266862,-0.005888852,-0.0005096783,0.02143646,-0.01327372,-0.01704532,683.4291,0.4304463,0.7622897,5.697749,4.179634,0.8073082,1385666057,27064269
sim_inspiral:simulation_id:4239,8.290263,1.232799,0.1199183,-0.09340872,-0.01957119,0.01233496,-0.04434899,0.01188606,276.2325,2.220483,0.1582578,0.6900728,5.716241,1.2258,1385953761,897739740
sim_inspiral:simulation_id:4255,7.770831,1.29239,0.07190652,0.4127445,-0.0075471,0.02396614,0.01439386,-0.01846047,207.8528,0.713815,3.466733,0.9447536,3.595518,-1.078455,1386202882,705566441
sim_inspiral:simulation_id:4258,7.845881,1.229453,0.2010485,0.2731499,-0.1872276,-0.003417116,-0.01286226,-0.009990778,165.8296,0.3244064,1.507823,2.088199,5.411641,-0.9875393,1386213040,464419679
sim_inspiral:simulation_id:4262,7.540585,1.307288,-0.172989,-0.02293927,-0.09266847,-0.00167376,0.006762412,0.004551863,271.7788,0.5356981,2.44692,3.2616,5.907954,-0.773568,1386262692,942563155
sim_inspiral:simulation_id:4267,7.918826,1.492805,-0.08644716,0.1117153,-0.003765945,0.02786392,-0.02473798,0.01501005,541.5261,0.482809,0.8139908,5.417497,2.330175,0.8593563,1386311229,733760004
sim_inspiral:simulation_id:4270,7.694915,1.197189,-0.05149851,0.3932954,-0.2081745,-0.01474712,-0.02753422,0.006614284,234.163,1.614428,5.992261,0.1045547,4.264639,0.1114686,1386344991,722877507
sim_inspiral:simulation_id:4272,7.719615,1.326627,0.07022383,0.1657163,0.2573644,0.001272604,0.0004994028,0.002236798,230.317,2.69126,5.078783,4.85623,6.165559,0.2488741,1386359703,33550040
sim_inspiral:simulation_id:4284,8.450567,1.491638,-0.1546434,-0.01020562,-0.04168316,-0.01384814,0.01053799,-0.01015044,607.0291,0.4304443,0.8270921,2.115349,5.354489,-0.9469625,1386496529,440630578
sim_inspiral:simulation_id:4288,6.032249,1.277052,-0.1338746,-0.05722104,-0.03143571,-0.03041649,0.0006343802,0.01608896,232.3083,2.66018,5.01437,3.438564,5.752539,0.9353099,1386582488,648004346
sim_inspiral:simulation_id:4298,8.886402,1.611241,0.003327567,-0.05805601,0.0267623,-0.01207372,0.008803898,0.02311209,257.3637,1.673152,5.844693,4.454813,2.554369,-1.045097,1386754367,797510457
sim_inspiral:simulation_id:4310,8.624365,1.383623,-0.07234536,-0.1822153,-0.1219487,-0.0005461714,-0.01428398,-0.04459039,196.24,0.9932178,0.6990178,3.660599,4.017512,-0.7767373,1386939051,280859672
sim_inspiral:simulation_id:4345,8.321847,1.403028,-0.1059002,0.09772666,-0.4464175,0.004640399,-0.04074317,-0.01218918,522.6833,2.874366,2.797545,2.859187,1.104773,-1.072425,1387467139,243577943
sim_inspiral:simulation_id:4349,8.627939,1.254727,0.01618571,-0.1124073,-0.00754882,-0.03529981,0.007179732,-0.006127431,363.1247,0.9611662,2.441804,3.521996,3.831441,1.021679,1387558226,109273436
sim_inspiral:simulation_id:4372,7.720349,1.356318,-0.03977332,-0.2572075,0.133656,0.008655478,0.02189706,0.006786047,339.2198,1.89822,0.4649558,4.832322,0.7409891,1.169972,1387957484,564399901
sim_inspiral:simulation_id:4380,6.523436,1.24654,-0.03798668,0.1017095,0.102419,-0.004176002,-0.01380235,-0.01386288,375.4573,2.139587,3.053494,0.4516207,2.27455,0.01825315,1388091654,841693102
sim_inspiral:simulation_id:4381,6.328716,1.200309,0.1176264,-0.07134213,-0.05327612,0.01716198,-0.0151492,-0.01628664,209.1277,2.04697,4.603608,2.245482,1.504211,-1.009556,1388102018,99960108
sim_inspiral:simulation_id:451,7.811351,1.351503,0.1427373,0.3702943,-0.1963692,0.004718606,0.009754634,-0.04617513,375.3435,2.172132,3.798977,1.308989,5.518567,0.2655068,1331404498,978785649
sim_inspiral:simulation_id:467,9.966808,1.487571,0.1112835,0.1542721,-0.02381727,0.01081061,0.02718666,-0.0301786,268.2876,1.655095,0.654914,6.220018,5.496926,0.4630832,1331640528,951403577
sim_inspiral:simulation_id:472,9.518995,1.169839,0.08083129,-0.02513862,0.01625085,0.026087,1.009682e-05,0.03682933,201.4336,0.07253677,0.3227643,4.175879,3.321835,0.2018774,1331732024,584037756
sim_inspiral:simulation_id:504,7.691203,1.22635,-0.02340897,0.1102965,0.1496226,-0.03911943,0.01738752,0.006982514,385.231,0.1708738,1.036532,3.871951,0.8190489,0.3096829,1331987278,864187142
sim_inspiral:simulation_id:539,9.267947,1.536882,-0.0657739,-0.2269501,-0.04616709,-0.00688603,0.02705985,-0.00851436,453.6921,2.787234,2.880757,5.042308,4.723572,0.9271175,1332505952,903551544
sim_inspiral:simulation_id:548,9.672862,1.184534,-0.05362864,0.4052339,0.04686447,-0.03353869,0.0086969,0.0130935,120.8219,2.341759,4.417089,2.726344,4.265254,1.267536,1332669359,566112556
sim_inspiral:simulation_id:62,9.268909,1.240142,0.07388249,-0.1878191,-0.1406989,-0.006649288,0.0338137,0.01486086,263.2149,2.931662,1.553735,2.640926,5.306205,-0.1135065,1325907090,648771756
sim_inspiral:simulation_id:66,8.494562,1.240246,-0.3258139,0.1956298,0.2276523,0.01871097,0.006489564,0.008975049,518.1641,0.6365331,4.219761,1.693116,1.782768,-0.9123644,1325953880,854543586
sim_inspiral:simulation_id:88,9.450073,1.188868,0.0835288,-0.4015167,-0.0937686,-0.008381296,0.04130011,-0.007175534,176.5277,0.9185687,0.169289,4.504104,3.781366,-0.1535256,1326305206,499701731
sim_inspiral:simulation_id:555,8.578547,1.375151,-0.1336231,-0.07014072,-0.008718617,0.01704718,-0.02083944,0.02639249,394.8823,2.949466,2.266372,3.80234,0.2134716,0.4098644,1332760057,94527881
sim_inspiral:simulation_id:564,8.794822,1.217493,0.03864661,-0.3099453,0.2694539,0.01796727,-0.01337552,0.04394459,105.7541,2.265469,1.666818,4.725875,5.692117,1.258719,1332884247,757817133
sim_inspiral:simulation_id:576,7.695748,1.204144,0.09379343,-0.001436547,-0.01424563,0.03522076,-0.002665002,0.01755378,243.3669,2.328069,4.902613,0.1671488,3.38911,-0.4162801,1333112378,837830193
sim_inspiral:simulation_id:579,7.235662,1.487397,-0.2576707,-0.3065228,-0.09975614,-0.01810178,-0.04201414,-0.007234239,301.2797,3.000349,0.4359089,3.072948,0.7727297,-0.5883768,1333175465,624862219
sim_inspiral:simulation_id:586,7.221934,1.408919,0.05817263,-0.03150611,-0.1604305,0.02720676,0.01479768,0.02944119,428.0893,3.049954,5.267291,1.934486,1.896863,1.441064,1333254680,841977449
sim_inspiral:simulation_id:603,10.64845,1.483119,0.02736297,0.006735095,0.02538222,-0.009554854,-0.002901898,0.02531837,350.5501,0.2937329,0.5234231,2.613177,2.213777,0.377272,1333549596,187729286
sim_inspiral:simulation_id:622,7.360874,1.198705,-0.2548419,0.03660578,0.110186,-0.01809607,0.01402965,-0.0001488771,211.958,1.162696,5.420723,0.1387028,4.182741,-0.8055222,1333918902,173978911
sim_inspiral:simulation_id:623,8.572476,1.320188,-0.122994,-0.3560721,-0.1909441,-0.000397461,0.01856968,-0.02304195,236.9054,1.810244,3.70019,1.420223,4.22299,0.8701357,1333951999,447109416
sim_inspiral:simulation_id:678,7.641514,1.498362,-0.2730193,-0.1183128,0.1374115,-0.008398789,0.0005736169,-0.002472426,182.8834,2.266768,2.281428,6.170656,1.74559,0.3062914,1334752210,602030601
sim_inspiral:simulation_id:718,7.794612,1.307661,0.2211878,0.03775715,-0.04794303,0.03850953,-0.02203579,0.008569095,452.3192,2.258066,4.777827,5.564984,0.7066872,0.03625341,1335125883,821894134
sim_inspiral:simulation_id:719,9.085433,1.633247,0.1570671,-0.3784591,0.2329499,-0.01111864,-0.03754381,-0.02802542,240.3879,2.735922,3.262103,0.2347795,0.6639678,0.6835403,1335154939,570324017
sim_inspiral:simulation_id:739,8.299774,1.41215,0.001009737,-0.003742594,-0.006433486,-0.001779191,0.02297874,-0.02371968,404.6608,0.6837939,4.68996,4.980523,2.395058,-0.5110306,1335434664,513183392
sim_inspiral:simulation_id:744,7.119301,1.526879,-0.02992092,0.3651617,-0.003866813,0.01607753,0.01216954,0.02298305,415.7909,0.7511366,5.624212,0.4724044,3.76823,-0.6648235,1335458788,722526066
sim_inspiral:simulation_id:746,8.854589,1.435052,0.1597392,0.04455412,0.1390677,0.000723284,0.01237733,0.009868346,311.9614,1.04949,0.2197261,0.857217,5.7778,0.7511136,1335463718,642473183
sim_inspiral:simulation_id:779,6.137644,1.351894,0.05890891,0.0608688,-0.002825457,0.003802716,-0.00482584,0.002551634,127.3559,1.065179,2.207608,4.045027,4.99478,-0.9259601,1336079657,352103000
sim_inspiral:simulation_id:780,9.516912,1.165484,-0.008771852,0.3559318,0.0420356,-0.002473698,0.003081153,-0.005400208,650.03,0.5598346,6.05362,3.499238,5.259177,-1.170149,1336086708,734647256
sim_inspiral:simulation_id:790,8.400335,1.15651,-0.1341074,0.3761406,0.009385942,-0.002496849,-0.0209483,0.04462506,129.4846,0.2424951,4.373869,4.393521,5.863735,0.3131165,1336190119,724268236
sim_inspiral:simulation_id:791,8.778866,1.378178,0.221948,-0.2325913,-0.08797998,-0.005983659,0.02159325,-0.02462578,486.0176,0.8050209,3.753262,5.407978,3.464294,-0.7407194,1336235055,81258575
sim_inspiral:simulation_id:800,7.364195,1.393176,0.05101516,0.001887484,-0.4810328,-0.008024289,-0.02059415,-0.004323195,602.3148,2.448913,4.832738,0.7637316,3.363946,0.574727,1336372096,315274693
sim_inspiral:simulation_id:806,8.213038,1.133666,0.2125017,-0.2052641,-0.00345068,-0.003979941,3.332931e-05,-0.01747913,110.6489,2.456147,0.500394,5.71901,4.036199,0.6038523,1336476787,917676936
sim_inspiral:simulation_id:810,7.682558,1.355912,-0.2756268,0.1309539,-0.02174927,0.0005145246,-0.0135115,-0.01878684,364.2476,2.858536,3.383058,2.646008,2.561139,-0.5992802,1336499563,927359601
sim_inspiral:simulation_id:816,7.548961,1.305199,-0.1020314,0.01394936,-0.01202652,0.01325522,0.02063625,0.01191349,226.7559,2.451651,4.174803,2.99575,3.289269,0.8428159,1336609401,658009507
sim_inspiral:simulation_id:827,7.715711,1.036385,-0.02396453,0.004033901,0.0603043,0.03403842,0.0234091,-0.005830602,427.5026,2.885068,3.092608,4.866775,5.590734,-0.5975584,1336876234,657612621
sim_inspiral:simulation_id:828,8.792207,1.268225,-0.02760203,0.03030434,-0.006764498,0.005987916,0.006867359,0.008322816,193.2914,1.702554,3.818467,0.3753004,5.931698,-1.084112,1336878460,418849090
sim_inspiral:simulation_id:830,7.863598,1.350452,-0.002054437,0.01091068,0.02411299,-0.005159378,0.01090653,0.02021859,385.68,2.832252,2.505603,2.422416,4.673011,0.919197,1336885059,947801972
sim_inspiral:simulation_id:836,6.66671,1.525979,0.04558187,0.0163912,-0.1438798,0.02409383,0.01912315,-0.008898383,353.7776,0.8735923,2.277747,2.246503,1.321469,-0.04815019,1336975683,442109429
sim_inspiral:simulation_id:848,6.339851,1.412961,-0.03897214,0.02093459,0.01211197,0.009684317,0.006974573,0.03132874,286.1436,2.475004,1.770095,5.202343,5.507547,-0.326573,1337124453,77472225
sim_inspiral:simulation_id:854,8.998068,1.319963,0.08391795,0.2687401,0.4118028,-0.000540087,-0.02966965,-0.01103044,514.955,0.7686877,6.235549,5.654911,3.516411,0.8052519,1337228915,961901276
sim_inspiral:simulation_id:866,7.457375,1.476815,-0.2298558,-0.2189017,0.164264,0.001290962,0.01516186,0.006543692,570.5782,0.6489292,1.115162,0.3198466,2.764456,-0.4719827,1337347901,964726806
sim_inspiral:simulation_id:910,7.646427,1.030059,-0.001213683,0.114364,-0.07008015,-0.0005830043,-0.005247108,-0.01162446,239.4179,0.7437161,0.3879704,3.968357,2.306079,-0.1019701,1338001379,810717880
sim_inspiral:simulation_id:996,7.815579,1.620082,0.2870014,-0.1906252,-0.05773725,0.004559136,-0.02128596,-0.03417663,603.8624,2.434853,0.8496333,2.741741,6.174064,-0.8135495,1339128689,359988082
